qid10,qid20,qid30,qid40,qid50,qid60,qid70,qid80,qid90,qid100,qid110,score0,score1,score2,score3,score4,score5,score6
3,5,5,2,5,4,4,3,4,3,3,78,0,0,8.5,40,25,20
5,3,4,4,4,4,4,5,4,5,2,68,46,46,38.5,0,25,60
5,3,4,4,4,4,4,2,4,5,4,58,64,46,38.5,0,8.33,60
3,5,4,3,4,4,4,3,4,5,2,63,18,46,30,40,58.34,60
5,4,4,4,4,5,4,5,4,5,2,50,54,64,34.5,40,25,60
4,5,4,3,4,4,4,5,4,3,3,93,0,18,21.5,20,25,70
5,5,4,4,4,4,4,2,4,4,4,83,36,18,21.5,0,8.33,80
4,5,4,3,4,4,4,2,3,4,3,65,36,46,56.5,20,25,70
4,3,4,3,4,4,4,5,3,5,2,70,28,18,56.5,20,25,50
4,4,4,3,4,5,4,5,3,5,2,37,36,64,61,60,58.34,50
4,3,4,4,4,5,4,5,3,3,3,60,28,28,65,40,41.67,70
4,3,4,2,2,4,4,5,4,3,2,63,28,28,51,0,8.33,30
4,5,3,5,3,4,4,2,3,3,4,70,18,18,26.5,0,16.67,30
5,5,4,3,4,4,4,5,4,5,3,73,36,36,21.5,20,41.67,60
4,3,4,4,4,4,4,5,4,5,2,68,28,0,47,0,25,70
4,5,4,5,4,4,4,2,5,4,3,80,18,0,25.5,0,8.33,80
4,5,4,3,3,4,4,5,4,3,2,83,0,18,21.5,20,41.67,50
4,5,4,2,4,4,5,5,5,3,2,95,0,0,25.5,0,8.33,80
5,3,4,5,4,5,4,2,5,5,3,55,64,18,34,40,8.33,50
4,3,4,4,4,4,4,5,3,5,2,80,10,0,48,0,8.33,70
5,3,4,4,4,4,4,5,4,3,2,63,46,46,38.5,0,25,60
5,3,4,4,2,4,4,5,4,4,3,78,46,18,47,0,25,40
5,5,4,5,4,4,4,2,4,4,4,93,18,18,8.5,0,8.33,60
5,5,4,4,4,4,4,5,4,4,2,78,54,18,38.5,0,25,80
5,5,3,4,5,4,4,2,3,3,2,65,36,64,31,0,16.67,40
5,5,5,4,5,4,4,3,4,5,3,68,18,46,4.5,20,8.33,40
5,3,4,2,5,4,4,3,3,5,3,60,46,18,52,0,8.33,20
5,5,4,4,4,4,4,2,4,4,4,83,54,18,30,0,8.33,80
4,4,4,4,4,5,4,5,4,5,2,60,54,46,51.5,40,25,70
5,3,4,4,4,5,4,5,4,4,2,88,28,18,21.5,40,8.33,60
3,4,4,4,4,4,4,5,4,4,2,85,18,18,26,20,41.67,60
5,3,4,3,2,4,4,2,3,3,3,60,64,36,65,20,25,20
4,5,4,2,5,4,4,5,4,5,2,73,0,0,34,0,25,50
5,5,4,4,4,4,4,2,4,3,3,88,18,18,13,0,8.33,80
5,4,4,4,4,5,4,5,4,5,2,55,54,64,26,40,25,60
5,3,4,4,4,5,4,2,3,5,3,50,64,46,56.5,40,8.33,60
5,5,4,2,4,4,4,2,5,3,4,85,18,46,25.5,0,25,70
5,3,3,3,4,4,4,2,4,5,3,58,64,54,21.5,20,16.67,20
5,5,4,2,4,5,4,3,3,5,2,55,36,46,43.5,40,8.33,60
4,5,3,3,5,4,4,3,5,4,3,80,18,36,13,20,16.67,40
5,5,2,2,2,4,5,5,3,5,2,60,18,18,43.5,0,16.67,20
4,5,4,4,2,4,4,5,3,3,2,80,18,0,56.5,0,8.33,70
4,5,4,4,5,4,4,2,3,5,4,70,0,28,48,0,25,70
5,5,3,2,5,4,4,2,4,3,4,73,36,36,8.5,0,0,20
4,3,4,4,4,4,4,2,4,5,3,78,28,28,38.5,0,8.33,70
4,5,4,5,4,5,4,3,3,5,2,45,36,28,60.5,40,41.67,70
4,3,4,2,4,4,4,5,4,5,2,78,28,0,42.5,0,8.33,50
4,5,4,2,2,4,4,5,4,3,3,83,0,0,34,0,8.33,50
5,3,4,2,4,4,4,5,3,3,2,75,46,18,60.5,0,25,40
5,4,3,2,2,5,4,5,3,5,2,32,90,54,65,40,16.67,0
5,3,4,2,2,4,4,2,4,3,3,63,46,46,42.5,0,8.33,20
4,5,5,5,5,4,4,2,4,5,5,68,0,0,8.5,20,8.33,30
4,5,4,4,4,4,4,2,5,4,3,85,18,0,30,0,8.33,100
4,3,4,4,3,5,4,5,4,3,2,58,46,28,55.5,40,41.67,50
5,4,4,4,4,4,4,5,4,5,2,70,36,64,17.5,0,8.33,60
4,3,4,4,4,4,4,2,4,3,3,78,28,0,38.5,0,8.33,70
4,3,4,3,4,4,4,3,4,5,3,63,28,18,47,20,41.67,50
5,5,5,5,5,4,4,5,4,5,3,63,18,18,0,20,8.33,20
5,3,4,2,4,4,4,5,5,5,3,55,64,46,51,0,25,50
5,4,4,4,4,5,4,2,4,3,3,65,54,64,26,40,8.33,60
5,5,4,4,2,4,5,5,4,4,2,83,36,18,38.5,0,25,60
5,5,4,4,4,4,4,2,4,4,3,83,18,46,13,0,8.33,80
5,3,4,3,4,4,4,5,4,4,3,78,46,36,30,20,25,40
5,3,3,4,4,4,4,2,4,4,4,63,64,36,30,0,16.67,40
4,5,4,4,4,4,4,3,4,3,2,73,18,28,30,0,25,90
5,3,4,4,5,4,4,5,4,4,3,63,64,18,47,0,25,40
5,3,2,2,4,5,4,2,4,5,2,53,46,18,34,40,16.67,20
4,5,4,5,4,4,4,2,4,3,4,88,0,0,17,0,8.33,70
4,5,4,5,4,4,5,3,4,3,3,93,0,0,17,0,8.33,70
5,3,4,4,4,4,4,5,3,3,2,75,46,46,48,0,8.33,60
4,3,4,4,3,5,4,5,5,3,4,75,10,28,30,40,25,60
5,5,5,4,5,4,5,5,3,5,3,65,54,18,39.5,20,8.33,40
4,5,4,4,5,4,4,5,4,4,3,78,36,0,38.5,0,8.33,70
4,5,4,3,2,4,4,5,4,4,2,78,18,18,38.5,20,25,50
4,3,2,2,2,4,4,5,4,5,2,53,28,28,42.5,0,0,10
5,5,4,4,4,4,5,2,4,3,3,93,18,18,13,0,8.33,80
5,5,5,2,5,4,4,3,4,5,3,48,54,18,34,20,25,20
3,5,4,3,2,4,4,5,3,5,2,55,36,46,56.5,40,41.67,40
5,5,2,2,2,4,5,2,4,5,4,68,18,18,17,0,0,20
3,4,4,3,3,4,4,5,4,5,2,65,18,64,17.5,40,58.34,20
5,5,5,4,4,5,5,3,4,5,2,63,18,18,13,60,25,60
4,5,3,3,3,4,4,2,3,5,2,65,36,36,39.5,20,33.34,30
4,3,4,2,4,4,4,5,4,4,2,78,28,0,42.5,0,8.33,50
4,5,4,2,4,4,4,5,3,5,2,85,0,0,43.5,0,8.33,70
5,5,4,2,2,4,4,5,3,3,2,70,18,18,52,0,25,40
5,4,5,2,4,4,4,2,3,5,3,52,54,64,39.5,20,8.33,20
5,4,4,3,3,4,4,5,4,5,3,60,54,54,26,20,41.67,20
5,4,2,2,5,5,4,5,4,3,2,40,72,64,38.5,40,33.34,0
4,3,4,5,5,4,4,5,4,5,3,53,28,0,42.5,0,41.67,30
5,5,4,4,4,4,4,3,3,4,3,80,36,46,39.5,0,8.33,80
4,4,4,4,4,4,4,5,3,4,3,82,18,46,44,0,8.33,70
4,3,4,2,4,4,5,2,3,5,2,60,28,28,60.5,0,8.33,50
5,5,4,3,2,4,4,3,4,5,2,58,54,64,38.5,20,25,40
5,3,3,4,4,4,4,5,4,3,3,83,46,36,21.5,0,16.67,40
5,5,3,3,4,4,4,5,3,5,2,75,36,54,31,20,33.34,40
5,5,3,3,5,5,4,5,3,4,2,55,54,54,39.5,60,33.34,20
5,5,4,3,4,4,4,3,4,4,2,88,18,36,13,20,25,60
4,3,4,4,4,4,4,3,5,4,2,80,28,0,38.5,0,8.33,80
5,5,3,3,5,4,4,3,5,5,2,65,36,54,13,20,33.34,30
4,3,4,5,4,4,4,5,4,4,3,88,10,0,25.5,0,8.33,50
4,3,4,4,4,4,4,5,4,4,2,78,46,28,47,0,8.33,70
5,3,4,4,4,4,4,5,4,4,2,68,64,46,38.5,0,8.33,60
5,5,2,2,5,4,4,5,4,3,2,73,36,46,17,0,0,20
4,5,4,5,4,4,4,2,5,3,3,90,0,0,17,0,8.33,80
5,5,4,5,4,4,5,2,3,3,3,80,18,18,26.5,0,8.33,60
5,3,4,2,3,4,4,3,3,5,3,45,64,46,69,0,41.67,20
5,5,4,3,4,4,4,2,5,4,3,85,36,36,21.5,20,25,70
4,5,4,4,4,4,4,2,4,5,3,78,18,0,30,0,8.33,90
5,5,3,3,4,4,4,3,4,5,2,63,54,82,13,20,16.67,40
5,5,4,3,3,4,4,3,5,5,2,75,36,36,30,20,58.34,50
5,5,4,4,4,4,4,5,4,5,2,83,36,18,30,0,25,80
5,5,4,4,4,4,4,2,4,4,4,78,36,46,30,0,25,80
5,4,4,4,3,5,4,5,4,5,2,45,72,64,43,40,41.67,40
5,3,4,4,3,4,4,5,4,3,3,68,46,46,38.5,0,41.67,40
3,5,4,2,3,4,4,2,4,5,3,68,18,0,25.5,20,41.67,40
5,5,4,4,4,4,4,2,4,4,4,93,18,18,13,0,8.33,80
5,5,4,5,4,4,4,2,4,3,3,78,36,46,17,0,8.33,60
4,3,4,4,4,5,4,2,4,5,3,63,28,0,38.5,40,8.33,70
5,5,4,2,4,4,4,4,4,3,2,93,18,18,17,0,8.33,60
5,4,4,4,4,4,4,5,5,5,2,72,36,64,17.5,0,8.33,70
5,5,4,3,4,4,4,3,4,5,3,78,18,36,13,20,25,60
5,5,4,4,4,4,4,2,4,3,3,88,18,18,13,0,8.33,80
5,5,4,4,4,4,4,5,3,5,2,75,36,18,39.5,0,8.33,80
5,5,4,4,2,4,4,5,4,4,2,88,18,18,21.5,0,8.33,60
4,5,3,4,4,4,4,5,5,4,2,95,18,18,13,0,0,80
5,5,4,4,5,4,4,2,4,3,4,78,18,18,13,0,8.33,60
4,5,4,4,4,5,4,3,4,5,3,68,0,28,30,40,25,90
5,4,4,4,4,4,4,5,3,3,2,57,72,64,61,0,25,60
5,5,4,4,5,4,4,2,4,3,3,83,18,18,13,0,8.33,60
4,3,4,4,3,4,4,5,4,3,3,73,28,28,47,0,41.67,50
5,5,5,4,5,4,4,2,4,3,4,63,54,18,21.5,20,8.33,40
5,5,4,3,4,4,4,5,4,5,2,83,18,36,13,20,25,60
5,3,4,5,5,5,5,2,3,3,4,55,46,18,43.5,40,8.33,20
5,3,4,2,5,5,4,5,5,5,2,65,46,46,34,40,8.33,30
4,3,4,4,4,4,4,3,3,5,2,65,28,28,65,0,25,70
5,5,3,3,5,4,4,5,4,3,2,63,54,54,21.5,20,33.34,20
5,3,4,3,4,4,4,2,4,5,3,63,46,36,38.5,20,41.67,40
5,5,4,4,4,4,4,5,4,3,2,93,18,18,13,0,8.33,80
5,4,4,4,4,4,4,5,3,3,2,62,72,64,61,0,25,60
5,3,4,5,4,5,4,5,4,5,2,48,64,46,42.5,40,41.67,40
5,5,4,3,5,5,4,5,4,5,3,58,36,36,21.5,60,25,40
5,3,4,4,2,4,4,5,4,4,2,73,46,18,38.5,0,8.33,40
5,3,5,2,5,5,5,5,3,3,2,55,46,46,43.5,60,8.33,0
3,5,4,2,2,4,4,2,4,3,3,78,18,0,34,20,25,40
5,3,4,3,4,4,4,5,3,5,2,65,46,36,48,20,25,40
4,5,4,4,2,4,5,3,4,3,2,78,18,0,38.5,0,8.33,70
5,5,5,4,4,4,4,5,4,3,2,78,36,18,13,20,8.33,60
5,5,2,3,5,4,4,5,4,5,3,53,54,64,21.5,20,33.34,20
4,5,4,4,4,4,5,3,3,5,3,90,0,0,39.5,0,8.33,90
5,3,4,2,3,4,4,2,4,3,3,68,46,18,34,0,25,20
5,5,4,5,5,4,4,5,4,3,3,68,36,18,25.5,0,25,40
5,5,4,3,4,4,4,2,3,3,3,75,18,64,31,20,41.67,60
5,3,4,2,3,5,4,2,3,4,4,45,46,46,60.5,40,58.34,20
4,3,4,4,3,4,4,5,4,3,2,68,28,0,47,0,41.67,50
5,5,4,4,4,4,4,2,5,5,3,90,18,18,13,0,8.33,90
5,5,4,3,2,4,4,5,4,5,3,63,54,36,38.5,20,25,40
4,4,4,2,4,4,5,5,4,3,2,75,18,18,38.5,0,25,50
5,5,4,4,4,4,4,2,4,5,3,88,18,18,13,0,8.33,80
5,3,4,4,4,4,4,5,4,4,2,83,46,18,30,0,8.33,60
4,5,4,4,4,4,4,5,4,3,2,78,36,28,38.5,0,8.33,90
4,5,4,4,4,4,4,5,5,4,2,95,0,0,21.5,0,8.33,100
5,3,3,2,2,5,4,3,3,3,3,50,64,36,52,40,0,0
5,3,4,2,4,5,4,5,5,3,2,55,46,46,42.5,40,41.67,50
5,3,4,2,4,4,4,5,4,4,2,68,46,46,34,0,8.33,40
4,5,3,3,5,4,5,5,4,5,2,63,36,36,21.5,20,16.67,30
4,3,4,3,2,4,4,2,5,5,3,50,28,46,47,20,41.67,40
5,3,4,3,4,4,5,5,3,5,3,65,46,36,56.5,20,41.67,40
5,5,4,4,5,4,4,2,3,3,4,90,18,18,31,0,8.33,60
4,3,2,2,2,5,4,2,4,3,3,68,10,0,34,40,0,10
4,3,5,2,5,4,4,5,3,3,1,65,46,0,60.5,20,8.33,10
5,5,4,3,5,4,4,5,4,5,3,63,18,64,21.5,20,41.67,40
4,3,4,4,4,4,4,5,4,3,2,83,28,28,38.5,0,8.33,70
5,3,4,4,4,4,4,2,4,3,3,73,46,46,30,0,8.33,60
4,5,4,4,5,4,4,5,4,3,2,83,0,0,21.5,0,8.33,70
5,5,4,4,4,4,4,5,4,5,3,73,36,46,30,0,25,80
5,5,4,5,5,4,4,2,5,4,3,85,18,18,8.5,0,8.33,50
4,5,4,3,5,5,5,5,4,4,2,68,18,18,30,60,25,50
5,5,4,4,5,4,4,5,4,5,2,73,36,18,30,0,41.67,60
5,3,4,2,3,5,4,5,3,5,3,45,46,46,60.5,40,41.67,20
5,4,4,2,4,4,4,5,4,3,3,60,54,64,38.5,0,41.67,40
5,3,2,2,2,4,4,2,4,3,5,53,46,46,34,0,16.67,0
4,5,4,4,4,4,4,5,5,4,2,95,0,0,21.5,0,8.33,100
4,4,4,3,4,4,4,5,3,5,3,57,36,64,52.5,20,25,50
4,3,4,3,4,4,4,5,5,3,2,60,28,46,47,20,41.67,60
5,5,4,3,2,4,4,3,4,5,2,78,18,36,21.5,20,25,40
4,5,4,4,4,4,4,5,5,4,3,85,18,28,30,0,8.33,100
5,3,4,2,4,4,5,5,4,5,2,63,46,18,42.5,0,25,40
5,5,4,2,2,4,4,5,3,3,2,80,18,18,43.5,0,8.33,40
5,3,5,2,5,4,4,2,4,5,3,63,28,18,25.5,20,25,0
5,3,4,4,4,4,4,5,4,3,2,73,64,18,47,0,25,60
4,5,4,4,3,4,4,5,3,5,4,80,18,0,48,0,25,70
5,5,5,5,5,5,4,2,5,5,3,40,54,46,25.5,60,25,30
4,5,4,4,4,5,4,2,4,3,3,78,18,0,38.5,40,25,90
5,5,4,3,4,4,4,2,4,5,4,63,36,36,21.5,20,41.67,60
5,5,4,4,5,5,4,2,3,5,3,80,18,18,31,40,8.33,60
5,3,4,2,2,4,4,5,3,5,2,55,46,46,60.5,0,8.33,20
5,5,3,3,2,4,5,2,3,5,5,50,54,82,39.5,20,16.67,20
5,4,4,2,4,4,4,3,3,3,2,57,54,64,56.5,0,25,40
5,5,4,3,5,4,4,2,4,3,3,78,18,36,13,20,25,40
4,3,2,3,2,4,4,5,4,5,2,68,10,18,30,20,16.67,10
3,5,4,4,5,4,4,2,4,3,3,83,0,0,13,20,25,60
5,5,4,4,5,4,5,5,4,5,3,68,36,46,21.5,0,8.33,60
3,5,4,3,5,4,5,2,4,3,3,78,18,18,30,40,58.34,40
5,5,4,2,2,4,4,2,4,3,2,73,36,18,34,0,8.33,40
3,5,4,2,2,4,4,5,4,3,3,88,0,0,25.5,20,25,40
5,5,4,4,4,5,5,2,4,3,4,88,18,18,13,40,8.33,80
5,5,4,3,5,4,4,2,3,5,3,75,18,36,31,20,25,40
4,3,4,3,4,4,4,3,4,5,3,53,28,46,47,20,41.67,50
4,3,4,4,3,4,4,2,4,4,3,68,46,0,47,0,25,50
4,5,4,3,4,4,4,5,4,3,2,73,18,46,38.5,20,41.67,70
5,5,4,4,5,4,4,2,4,4,3,68,54,46,30,0,8.33,60
5,3,4,4,4,5,4,2,4,5,4,68,46,18,30,40,25,60
5,3,2,2,3,4,4,2,3,3,3,45,64,46,60.5,0,50.01,0
5,5,5,5,4,4,4,5,3,3,3,70,36,18,26.5,20,8.33,40
4,5,4,5,4,4,4,2,5,4,4,85,0,0,25.5,0,25,80
5,3,4,3,5,5,4,5,3,5,2,50,46,64,56.5,60,41.67,20
5,3,4,4,3,5,4,2,4,3,4,68,64,46,38.5,40,25,40
5,4,4,2,4,5,4,2,3,5,3,32,72,64,65,40,41.67,40
4,5,4,4,4,4,4,3,4,4,3,83,18,28,30,0,8.33,90
4,5,4,4,4,4,4,5,4,4,3,88,0,28,21.5,0,8.33,90
4,3,4,3,4,4,4,5,4,5,2,68,28,18,38.5,20,25,50
4,5,3,2,5,4,4,5,4,4,2,83,18,18,17,0,0,30
5,5,4,5,4,5,4,2,4,5,4,68,54,18,25.5,40,8.33,60
5,3,4,3,3,4,4,2,3,5,2,50,64,64,56.5,20,58.34,20
5,5,4,5,5,4,4,2,3,3,3,75,36,18,35,0,8.33,40
5,5,5,2,2,4,4,3,3,5,3,60,18,46,35,20,25,20
5,5,4,3,4,4,4,3,4,5,2,73,36,36,21.5,20,25,60
4,5,4,4,4,4,4,5,4,5,3,78,18,28,30,0,8.33,90
5,5,4,4,4,4,4,2,5,4,4,85,36,18,21.5,0,8.33,90
3,5,5,2,5,4,4,2,4,5,3,68,0,0,8.5,40,25,20
5,5,4,4,2,4,4,5,3,5,2,75,36,18,48,0,8.33,60
4,3,4,4,3,4,4,5,3,3,2,70,28,0,56.5,0,25,50
5,4,4,4,5,5,5,2,3,3,4,47,54,64,52.5,40,41.67,40
4,3,4,4,5,4,4,2,4,4,3,73,28,28,47,0,25,50
5,5,4,3,4,4,4,2,5,5,4,50,54,64,38.5,20,58.34,70
4,5,4,4,3,4,4,5,4,4,2,73,18,0,38.5,0,58.34,70
4,3,4,4,4,4,4,5,3,5,2,65,28,0,65,0,25,70
5,4,5,4,4,5,4,5,4,4,3,55,54,64,26,60,25,40
4,5,5,4,4,4,5,2,4,3,4,88,0,0,13,20,8.33,70
5,5,2,4,3,4,4,5,5,5,3,60,36,46,21.5,0,33.34,50
4,5,4,4,3,4,4,2,4,4,3,88,18,0,30,0,25,70
5,5,4,3,4,5,4,2,3,4,4,80,18,36,31,60,25,60
5,3,4,2,4,4,5,3,4,5,3,58,64,46,42.5,0,8.33,40
5,3,4,4,4,4,4,3,4,4,3,68,64,18,47,0,25,60
5,5,2,2,2,5,4,2,3,5,3,40,54,46,60.5,40,16.67,20
5,5,4,4,4,4,4,5,4,4,3,83,36,18,30,0,25,80
5,3,4,2,2,4,4,3,4,5,2,63,46,18,42.5,0,8.33,20
5,3,4,4,3,5,4,2,3,4,4,60,46,18,48,40,25,40
5,3,4,4,3,4,4,5,4,3,2,68,64,46,47,0,41.67,40
5,5,2,4,5,4,4,2,3,4,5,70,36,18,31,0,0,40
4,5,4,4,4,4,4,5,3,5,2,65,36,28,65,0,25,90
5,5,3,4,3,4,5,2,4,4,2,88,36,36,4.5,0,16.67,40
5,3,4,4,4,4,4,5,4,3,2,83,46,18,30,0,8.33,60
5,5,5,5,5,4,4,2,4,4,4,68,36,18,8.5,20,8.33,20
5,5,4,5,5,4,5,2,4,3,4,88,18,18,8.5,0,8.33,40
5,3,4,3,4,4,4,5,5,5,3,70,46,36,30,20,25,50
3,4,4,4,4,5,4,5,3,5,2,62,18,46,35.5,60,41.67,60
5,3,4,4,5,4,4,2,3,5,3,50,46,46,56.5,0,41.67,40
5,5,4,3,5,4,5,5,4,3,2,78,18,36,13,20,25,40
5,3,4,3,4,4,5,3,3,5,2,60,46,64,48,20,25,40
4,3,4,4,4,4,4,5,3,3,3,75,28,0,56.5,0,8.33,70
5,5,5,4,5,4,5,3,3,3,3,55,36,46,39.5,20,41.67,40
5,5,4,5,4,4,4,2,5,4,4,95,18,18,8.5,0,8.33,70
5,3,4,4,4,5,4,2,3,3,5,70,46,18,48,40,8.33,60
5,5,3,5,5,4,4,5,4,5,2,68,54,36,8.5,0,0,20
5,5,4,4,4,4,4,2,4,4,3,88,18,18,13,0,25,80
4,4,2,3,2,4,4,5,3,5,2,37,54,64,69.5,20,33.34,10
3,5,4,4,5,4,4,2,4,3,3,73,18,0,21.5,20,25,60
4,3,4,4,5,4,4,5,4,3,2,68,28,28,38.5,0,8.33,50
5,5,3,3,4,4,5,5,4,5,3,63,36,54,13,20,50.01,40
4,3,4,4,4,4,4,5,4,3,2,83,28,0,38.5,0,8.33,70
4,5,4,3,4,4,4,2,4,4,3,93,0,18,21.5,20,25,70
5,3,4,2,5,4,5,2,4,3,2,68,46,18,34,0,8.33,20
4,3,4,4,5,4,4,2,4,3,4,63,46,28,47,0,25,50
5,4,4,5,4,5,4,3,3,3,3,52,72,36,56.5,40,25,40
5,3,4,3,4,4,5,2,3,3,3,55,64,64,65,20,41.67,40
5,5,5,5,5,4,5,3,4,5,2,53,36,46,8.5,20,25,20
4,3,4,4,4,5,4,5,4,3,2,63,28,28,47,40,25,70
5,3,4,4,5,4,4,2,4,3,3,68,46,46,30,0,8.33,40
5,3,2,3,5,5,4,2,4,5,4,28,64,64,38.5,60,50.01,0
4,5,4,4,4,4,4,2,4,5,4,78,0,0,21.5,0,8.33,90
5,3,3,4,3,5,4,2,4,3,4,53,64,36,21.5,40,33.34,20
5,5,5,5,4,4,4,2,3,5,3,70,18,18,26.5,20,25,40
5,3,2,5,3,5,4,2,4,5,4,63,46,18,17,40,16.67,0
4,4,4,4,4,5,4,5,3,4,2,57,36,46,61,40,25,70
5,3,4,3,4,4,4,5,4,5,2,78,28,36,21.5,20,25,40
4,3,4,4,4,4,5,5,3,5,2,70,10,28,56.5,0,25,70
5,5,5,5,4,4,4,3,3,5,3,55,54,46,35,20,8.33,40
5,5,4,2,5,4,4,3,4,3,2,88,18,18,17,0,8.33,40
4,3,2,2,2,5,4,3,5,5,3,50,28,0,51,40,16.67,20
4,5,3,5,4,4,4,2,4,3,3,68,36,18,17,0,0,50
5,3,3,3,4,4,4,5,5,5,3,60,64,54,30,20,33.34,30
5,3,4,4,4,4,4,5,4,3,3,83,46,46,30,0,8.33,60
5,3,4,2,3,4,4,2,4,4,4,48,64,18,51,0,58.34,20
5,5,3,3,4,4,4,5,4,4,2,73,54,54,13,20,16.67,40
4,5,4,5,4,4,4,2,5,3,4,75,0,28,25.5,0,25,80
5,3,4,4,4,4,4,2,3,3,1,85,28,46,39.5,0,8.33,60
4,3,4,2,4,4,4,5,4,3,2,73,10,28,34,0,8.33,50
3,5,4,4,2,4,4,3,4,4,2,83,18,0,30,20,25,60
5,5,4,3,3,4,4,5,3,5,2,55,54,64,48,20,41.67,40
5,5,4,4,5,4,4,2,4,4,3,83,18,46,13,0,25,60
5,5,4,3,2,4,5,5,3,5,2,70,18,36,39.5,20,25,40
5,3,4,2,4,4,5,5,5,3,2,70,46,46,42.5,0,25,50
5,5,4,4,4,4,4,2,5,4,3,75,36,46,30,0,25,90
5,3,4,3,4,4,4,5,4,5,3,58,64,64,38.5,20,25,40
5,4,5,5,4,4,4,2,4,3,4,55,54,64,21.5,20,25,20
5,5,5,4,5,4,4,2,4,3,3,78,36,18,13,20,8.33,40
5,5,4,5,5,4,4,2,4,4,3,78,18,46,8.5,0,8.33,40
5,5,4,3,5,4,4,3,4,3,3,83,18,36,13,20,25,40
5,3,4,3,3,4,4,3,4,3,2,73,28,36,21.5,20,41.67,20
5,4,4,4,4,5,4,5,4,5,2,40,72,64,43,40,41.67,60
5,4,4,3,2,4,4,5,4,5,3,50,54,54,43,20,41.67,20
4,5,4,4,4,4,4,2,5,4,4,95,0,0,21.5,0,8.33,100
4,5,4,2,4,4,4,2,4,3,3,73,18,28,34,0,25,70
5,5,4,4,4,4,4,2,4,4,2,88,36,46,21.5,0,8.33,80
4,5,4,4,4,5,4,2,5,5,3,65,0,28,21.5,40,25,100
5,3,4,4,4,4,4,3,4,4,2,93,28,18,21.5,0,8.33,60
4,5,4,4,4,4,4,2,4,5,5,83,0,28,21.5,0,8.33,90
5,3,3,2,4,4,4,2,4,3,4,73,46,36,17,0,0,20
5,3,4,3,5,4,4,5,5,5,3,65,46,36,38.5,20,41.67,30
5,5,4,2,4,4,4,5,4,5,2,78,36,18,25.5,0,8.33,60
5,5,4,3,4,4,4,2,4,3,3,68,36,64,30,20,41.67,60
4,5,4,4,4,4,5,3,4,3,2,88,0,28,21.5,0,8.33,90
5,4,3,2,3,4,5,3,4,5,2,50,72,54,21.5,0,16.67,0
4,3,5,4,4,4,4,5,5,4,1,90,10,0,21.5,20,8.33,60
5,3,4,4,4,4,4,5,4,5,2,73,46,18,30,0,8.33,60
5,3,4,4,5,5,4,3,4,3,2,58,46,46,38.5,40,25,40
3,5,5,4,3,4,5,3,4,3,2,73,18,28,13,40,41.67,40
4,3,4,2,2,5,4,5,3,3,2,55,46,28,77.5,40,8.33,30
4,3,4,4,4,4,4,5,4,5,2,73,28,28,38.5,0,8.33,70
5,3,4,2,4,4,4,2,4,5,3,68,46,18,34,0,8.33,40
4,5,4,4,3,4,4,2,4,4,3,83,18,0,30,0,25,70
5,5,4,4,4,4,4,3,4,4,2,83,18,46,21.5,0,25,80
4,5,4,3,5,4,4,5,4,3,2,78,18,18,30,20,25,50
5,4,5,4,4,5,5,5,3,5,2,37,72,36,52.5,60,41.67,40
5,5,5,3,5,4,5,2,4,3,2,58,36,36,21.5,40,41.67,20
5,5,3,5,5,4,4,2,4,3,3,63,54,64,8.5,0,16.67,20
5,3,3,4,5,4,4,2,3,3,3,60,46,64,31,0,0,20
4,5,4,4,4,4,4,5,4,4,2,88,0,0,30,0,25,90
4,5,4,4,4,5,4,3,4,4,2,78,36,0,38.5,40,8.33,90
5,5,4,5,5,5,4,5,3,5,3,60,18,46,35,40,25,40
5,5,4,4,5,4,5,2,3,3,3,75,54,46,48,0,8.33,60
5,3,4,4,4,5,4,5,3,5,2,55,64,46,56.5,40,8.33,60
5,5,4,4,2,4,4,5,5,5,2,75,36,46,30,0,8.33,70
5,5,4,4,4,5,4,5,5,3,2,60,54,46,38.5,40,25,90
4,5,4,2,2,4,4,5,5,4,1,85,18,0,42.5,0,8.33,60
5,5,5,4,4,4,4,2,4,3,3,68,54,46,21.5,20,25,60
5,4,4,5,5,4,5,5,3,5,3,62,54,36,39.5,0,8.33,20
5,3,4,4,4,4,4,2,4,3,5,78,46,46,30,0,8.33,60
5,3,4,2,4,5,4,5,5,4,2,65,64,46,42.5,40,8.33,50
4,3,4,4,5,4,4,5,4,4,2,73,10,28,38.5,0,25,50
5,3,3,2,3,4,4,2,5,5,2,45,82,64,34,0,16.67,10
5,3,4,3,3,4,5,2,4,3,3,73,46,36,30,20,41.67,20
5,5,4,4,3,4,4,2,4,3,3,93,18,18,13,0,25,60
5,3,4,4,5,4,5,5,4,5,2,73,46,18,30,0,8.33,40
5,3,4,2,4,4,4,2,4,4,4,78,46,18,34,0,8.33,40
5,5,4,2,4,4,4,2,4,3,3,93,18,18,17,0,8.33,60
5,5,4,4,4,4,4,2,4,4,3,88,36,18,21.5,0,8.33,80
4,5,4,4,4,4,4,5,5,3,2,100,0,0,21.5,0,8.33,100
5,5,4,2,4,4,4,5,4,3,2,78,36,18,34,0,25,60
5,3,4,4,5,4,4,2,5,4,4,75,46,46,30,0,8.33,50
5,4,4,4,5,4,4,5,3,5,2,52,72,64,52.5,0,8.33,40
5,5,4,3,4,4,4,5,5,5,2,80,18,36,21.5,20,41.67,70
